"Date Reported","Region","Borough/Census Area","Community","All Cases"
02/11/2021,Interior,Fairbanks North Star Borough,North Pole,3
02/11/2021,Interior,Yukon-Koyukuk Census Area,Other,4
02/11/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,12
02/11/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,21
02/11/2021,Northern,North Slope Borough,Utqiagvik,1
02/11/2021,Southeast,Juneau City and Borough,Juneau,3
02/11/2021,Southeast,Skagway Municipality,Skagway,1
02/11/2021,Southwest,Aleutians East Borough,Other,1
02/11/2021,Southwest,Aleutians West Census Area,Unalaska,4
02/11/2021,Southwest,Bethel Census Area,Other,2
02/11/2021,Southwest,Bristol Bay plus Lake and Peninsula,Other,2
02/11/2021,Southwest,Dillingham Census Area,Dillingham,3
02/11/2021,Southwest,Kusilvak Census Area,Other,4
02/12/2021,Anchorage,Anchorage Municipality,Anchorage,37
02/12/2021,Gulf Coast,Copper River Census Area,Other,1
02/12/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,1
02/12/2021,Gulf Coast,Kenai Peninsula Borough,Seward,2
02/12/2021,Interior,Fairbanks North Star Borough,Fairbanks,6
02/12/2021,Interior,Fairbanks North Star Borough,North Pole,12
02/12/2021,Interior,Fairbanks North Star Borough,Salcha,1
02/12/2021,Interior,Yukon-Koyukuk Census Area,Other,1
02/12/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
02/12/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,4
02/12/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
02/12/2021,Northern,North Slope Borough,Utqiagvik,1
02/12/2021,Northern,Northwest Arctic Borough,Other,1
02/12/2021,Southeast,Juneau City and Borough,Juneau,1
02/12/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,3
02/12/2021,Southeast,Sitka City and Borough,Sitka,1
02/12/2021,Southwest,Aleutians West Census Area,Unalaska,11
02/12/2021,Southwest,Bethel Census Area,Other,2
02/12/2021,Southwest,Kusilvak Census Area,Hooper Bay,1
02/12/2021,Southwest,Kusilvak Census Area,Other,5
02/13/2021,Anchorage,Anchorage Municipality,Anchorage,54
02/13/2021,Anchorage,Anchorage Municipality,Chugiak,2
02/13/2021,Anchorage,Anchorage Municipality,Eagle River,9
02/13/2021,Gulf Coast,Copper River Census Area,Other,1
02/13/2021,Gulf Coast,Kenai Peninsula Borough,Other South,1
02/13/2021,Gulf Coast,Kodiak Island Borough,Kodiak,3
02/13/2021,Interior,Fairbanks North Star Borough,Fairbanks,6
02/13/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,21
02/13/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,69
02/13/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
02/13/2021,Northern,Nome Census Area,Other,1
02/13/2021,Northern,Northwest Arctic Borough,Kotzebue,1
02/13/2021,Northern,Northwest Arctic Borough,Other,1
02/13/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,1
02/13/2021,Southeast,Skagway Municipality,Skagway,2
02/13/2021,Southwest,Aleutians West Census Area,Unalaska,6
02/13/2021,Southwest,Bethel Census Area,Other,5
02/13/2021,Southwest,Bristol Bay plus Lake and Peninsula,Other,1
02/13/2021,Southwest,Kusilvak Census Area,Other,1
02/14/2021,Anchorage,Anchorage Municipality,Anchorage,26
02/14/2021,Anchorage,Anchorage Municipality,Chugiak,2
02/14/2021,Gulf Coast,Copper River Census Area,Other,1
02/14/2021,Gulf Coast,Kodiak Island Borough,Kodiak,6
02/14/2021,Interior,Fairbanks North Star Borough,Fairbanks,3
02/14/2021,Interior,Fairbanks North Star Borough,North Pole,1
02/14/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,12
02/14/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,16
02/14/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1
02/14/2021,Southeast,Juneau City and Borough,Juneau,1
02/14/2021,Southeast,Ketchikan Gateway Borough,Other,1
02/14/2021,Southwest,Aleutians West Census Area,Unalaska,12
02/14/2021,Southwest,Dillingham Census Area,Dillingham,2
02/15/2021,Anchorage,Anchorage Municipality,Anchorage,17
02/15/2021,Anchorage,Anchorage Municipality,Chugiak,2
02/15/2021,Anchorage,Anchorage Municipality,Eagle River,1
02/15/2021,Anchorage,Anchorage Municipality,Girdwood,1
02/15/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
02/15/2021,Interior,Fairbanks North Star Borough,Fairbanks,7
02/15/2021,Interior,Fairbanks North Star Borough,North Pole,3
02/15/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,8
02/15/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,13
02/15/2021,Northern,North Slope Borough,Utqiagvik,2
02/15/2021,Southeast,Juneau City and Borough,Juneau,2
02/15/2021,Southwest,Aleutians West Census Area,Unalaska,1
02/15/2021,Southwest,Dillingham Census Area,Dillingham,2
02/16/2021,Anchorage,Anchorage Municipality,Anchorage,10
02/16/2021,Gulf Coast,Chugach Census Area,Cordova,1
02/16/2021,Gulf Coast,Kenai Peninsula Borough,Seward,1
02/16/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
02/16/2021,Interior,Fairbanks North Star Borough,Fairbanks,6
02/16/2021,Interior,Fairbanks North Star Borough,North Pole,1
02/16/2021,Interior,Yukon-Koyukuk Census Area,Other,3
02/16/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,13
02/16/2021,Northern,North Slope Borough,Utqiagvik,1
02/16/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,1
02/16/2021,Southeast,Yakutat plus Hoonah-Angoon,Other,1
02/17/2021,Anchorage,Anchorage Municipality,Anchorage,47
02/17/2021,Anchorage,Anchorage Municipality,Chugiak,2
02/17/2021,Anchorage,Anchorage Municipality,Eagle River,10
02/17/2021,Anchorage,Anchorage Municipality,Girdwood,1
02/17/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,3
02/17/2021,Gulf Coast,Kenai Peninsula Borough,Nikiski,1
02/17/2021,Gulf Coast,Kenai Peninsula Borough,Seward,2
02/17/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,2
02/17/2021,Interior,Denali Borough,Healy,1
02/17/2021,Interior,Fairbanks North Star Borough,Fairbanks,16
02/17/2021,Interior,Fairbanks North Star Borough,North Pole,6
02/17/2021,Interior,Fairbanks North Star Borough,Other,2
02/17/2021,Interior,Southeast Fairbanks Census Area,Tok,1
02/17/2021,Interior,Yukon-Koyukuk Census Area,Other,1
02/17/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,21
02/17/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,56
02/17/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,4
02/17/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,2
02/17/2021,Northern,Nome Census Area,Other,1
02/17/2021,Northern,North Slope Borough,Utqiagvik,1
02/17/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,9
02/17/2021,Southeast,Petersburg Borough,Petersburg,2
02/17/2021,Southeast,Sitka City and Borough,Sitka,1
02/17/2021,Southwest,Bethel Census Area,Other,16
02/17/2021,Southwest,Kusilvak Census Area,Other,4
02/18/2021,Anchorage,Anchorage Municipality,Anchorage,57
02/18/2021,Anchorage,Anchorage Municipality,Chugiak,1
02/18/2021,Anchorage,Anchorage Municipality,Eagle River,6
02/18/2021,Gulf Coast,Copper River Census Area,Other,2
02/18/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,2
02/18/2021,Gulf Coast,Kenai Peninsula Borough,Other South,1
02/18/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
02/18/2021,Gulf Coast,Kodiak Island Borough,Kodiak,1
02/18/2021,Interior,Fairbanks North Star Borough,Fairbanks,18
02/18/2021,Interior,Fairbanks North Star Borough,North Pole,1
02/18/2021,Interior,Yukon-Koyukuk Census Area,Other,2
02/18/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,11
02/18/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,38
02/18/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
02/18/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,1
02/18/2021,Northern,North Slope Borough,Utqiagvik,2
02/18/2021,Southeast,Juneau City and Borough,Juneau,6
02/18/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,15
02/18/2021,Southeast,Petersburg Borough,Petersburg,2
02/18/2021,Southeast,Sitka City and Borough,Sitka,2
02/18/2021,Southeast,Wrangell City and Borough,Wrangell,1
02/18/2021,Southwest,Aleutians West Census Area,Unalaska,2
02/18/2021,Southwest,Bethel Census Area,Other,10
02/18/2021,Southwest,Dillingham Census Area,Dillingham,1
02/19/2021,Anchorage,Anchorage Municipality,Anchorage,28
02/19/2021,Anchorage,Anchorage Municipality,Chugiak,2
02/19/2021,Anchorage,Anchorage Municipality,Eagle River,3
02/19/2021,Anchorage,Anchorage Municipality,Girdwood,2
02/19/2021,Gulf Coast,Copper River Census Area,Other,1
02/19/2021,Gulf Coast,Kenai Peninsula Borough,Homer,1
02/19/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,2
02/19/2021,Gulf Coast,Kenai Peninsula Borough,Seward,1
02/19/2021,Interior,Denali Borough,Other,3
02/19/2021,Interior,Fairbanks North Star Borough,Fairbanks,13
02/19/2021,Interior,Fairbanks North Star Borough,North Pole,9
02/19/2021,Interior,Fairbanks North Star Borough,Other,1
02/19/2021,Interior,Yukon-Koyukuk Census Area,Other,7
02/19/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,6
02/19/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,30
02/19/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
02/19/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Other,2
02/19/2021,Northern,North Slope Borough,Utqiagvik,1
02/19/2021,Southeast,Juneau City and Borough,Juneau,7
02/19/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,4
02/19/2021,Southeast,Sitka City and Borough,Sitka,2
02/19/2021,Southeast,Wrangell City and Borough,Wrangell,1
02/19/2021,Southeast,Yakutat plus Hoonah-Angoon,Other,1
02/19/2021,Southwest,Dillingham Census Area,Dillingham,2
02/19/2021,Southwest,Kusilvak Census Area,Other,5
02/20/2021,Anchorage,Anchorage Municipality,Anchorage,28
02/20/2021,Anchorage,Anchorage Municipality,Chugiak,2
02/20/2021,Anchorage,Anchorage Municipality,Eagle River,2
02/20/2021,Gulf Coast,Chugach Census Area,Cordova,2
02/20/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
02/20/2021,Interior,Fairbanks North Star Borough,Fairbanks,11
02/20/2021,Interior,Fairbanks North Star Borough,North Pole,3
02/20/2021,Interior,Fairbanks North Star Borough,Salcha,1
02/20/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,10
02/20/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,20
02/20/2021,Northern,Northwest Arctic Borough,Other,2
02/20/2021,Southeast,Juneau City and Borough,Juneau,3
02/20/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,2
02/20/2021,Southeast,Petersburg Borough,Petersburg,5
02/20/2021,Southwest,Bethel Census Area,Bethel,1
02/20/2021,Southwest,Bethel Census Area,Other,17
02/20/2021,Southwest,Dillingham Census Area,Dillingham,1
02/20/2021,Southwest,Kusilvak Census Area,Hooper Bay,1
02/20/2021,Southwest,Kusilvak Census Area,Other,1
02/21/2021,Anchorage,Anchorage Municipality,Anchorage,20
02/21/2021,Anchorage,Anchorage Municipality,Eagle River,1
02/21/2021,Anchorage,Anchorage Municipality,Girdwood,1
02/21/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,2
02/21/2021,Interior,Fairbanks North Star Borough,Fairbanks,5
02/21/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,7
02/21/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,15
02/21/2021,Southeast,Juneau City and Borough,Juneau,7
02/21/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,1
02/21/2021,Southeast,Petersburg Borough,Petersburg,2
02/21/2021,Southwest,Bethel Census Area,Bethel,1
02/21/2021,Southwest,Bethel Census Area,Other,2
02/22/2021,Anchorage,Anchorage Municipality,Anchorage,20
02/22/2021,Anchorage,Anchorage Municipality,Eagle River,2
02/22/2021,Gulf Coast,Kenai Peninsula Borough,Homer,1
02/22/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,3
02/22/2021,Gulf Coast,Kenai Peninsula Borough,Sterling,1
02/22/2021,Gulf Coast,Kodiak Island Borough,Kodiak,1
02/22/2021,Interior,Fairbanks North Star Borough,Fairbanks,4
02/22/2021,Interior,Fairbanks North Star Borough,North Pole,1
02/22/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,4
02/22/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,14
02/22/2021,Southeast,Juneau City and Borough,Juneau,1
02/22/2021,Southeast,Petersburg Borough,Petersburg,4
02/22/2021,Southeast,Sitka City and Borough,Sitka,1
02/22/2021,Southwest,Aleutians East Borough,Other,1
02/22/2021,Southwest,Aleutians West Census Area,Unalaska,1
02/22/2021,Southwest,Dillingham Census Area,Dillingham,2
02/23/2021,Anchorage,Anchorage Municipality,Anchorage,46
02/23/2021,Anchorage,Anchorage Municipality,Chugiak,3
02/23/2021,Anchorage,Anchorage Municipality,Eagle River,8
02/23/2021,Anchorage,Anchorage Municipality,Girdwood,2
02/23/2021,Gulf Coast,Chugach Census Area,Cordova,2
02/23/2021,Gulf Coast,Kenai Peninsula Borough,Homer,1
02/23/2021,Gulf Coast,Kenai Peninsula Borough,Nikiski,1
02/23/2021,Gulf Coast,Kenai Peninsula Borough,Seward,1
02/23/2021,Interior,Fairbanks North Star Borough,Fairbanks,19
02/23/2021,Interior,Fairbanks North Star Borough,North Pole,6
02/23/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,16
02/23/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,37
02/23/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Other,1
02/23/2021,Northern,Nome Census Area,Other,1
02/23/2021,Northern,Northwest Arctic Borough,Kotzebue,1
02/23/2021,Southeast,Juneau City and Borough,Juneau,3
02/23/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,9
02/23/2021,Southeast,Petersburg Borough,Petersburg,10
02/23/2021,Southeast,Skagway Municipality,Skagway,1
02/23/2021,Southwest,Bethel Census Area,Other,6
02/23/2021,Southwest,Kusilvak Census Area,Other,2
02/24/2021,Anchorage,Anchorage Municipality,Anchorage,32
02/24/2021,Anchorage,Anchorage Municipality,Chugiak,2
02/24/2021,Anchorage,Anchorage Municipality,Eagle River,2
02/24/2021,Anchorage,Anchorage Municipality,Girdwood,3
02/24/2021,Gulf Coast,Chugach Census Area,Cordova,11
02/24/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
02/24/2021,Interior,Fairbanks North Star Borough,Ester,1
02/24/2021,Interior,Fairbanks North Star Borough,Fairbanks,22
02/24/2021,Interior,Fairbanks North Star Borough,North Pole,4
02/24/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,1
02/24/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,10
02/24/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,32
02/24/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,4
02/24/2021,Northern,Nome Census Area,Nome,1
02/24/2021,Southeast,Juneau City and Borough,Juneau,1
02/24/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,7
02/24/2021,Southeast,Petersburg Borough,Petersburg,10
02/24/2021,Southeast,Prince of Wales-Hyder Census Area,Other,1
02/24/2021,Southeast,Wrangell City and Borough,Wrangell,1
02/24/2021,Southwest,Aleutians West Census Area,Unalaska,2
02/24/2021,Southwest,Bethel Census Area,Other,3
02/24/2021,Southwest,Dillingham Census Area,Dillingham,1
02/25/2021,Anchorage,Anchorage Municipality,Anchorage,35
02/25/2021,Anchorage,Anchorage Municipality,Eagle River,4
02/25/2021,Anchorage,Anchorage Municipality,Girdwood,1
02/25/2021,Gulf Coast,Chugach Census Area,Cordova,1
02/25/2021,Gulf Coast,Chugach Census Area,Valdez,1
02/25/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,2
02/25/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
02/25/2021,Interior,Denali Borough,Healy,1
02/25/2021,Interior,Fairbanks North Star Borough,Fairbanks,9
02/25/2021,Interior,Fairbanks North Star Borough,North Pole,1
02/25/2021,Interior,Southeast Fairbanks Census Area,Tok,2
02/25/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,11
02/25/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,26
02/25/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
02/25/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Other,1
02/25/2021,Northern,Nome Census Area,Nome,1
02/25/2021,Northern,Nome Census Area,Other,1
02/25/2021,Southeast,Juneau City and Borough,Juneau,1
02/25/2021,Southeast,Sitka City and Borough,Sitka,1
02/25/2021,Southwest,Kusilvak Census Area,Other,1
02/26/2021,Anchorage,Anchorage Municipality,Anchorage,49
02/26/2021,Anchorage,Anchorage Municipality,Chugiak,2
02/26/2021,Anchorage,Anchorage Municipality,Eagle River,2
02/26/2021,Anchorage,Anchorage Municipality,Girdwood,4
02/26/2021,Gulf Coast,Kenai Peninsula Borough,Homer,1
02/26/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,2
02/26/2021,Gulf Coast,Kodiak Island Borough,Kodiak,1
02/26/2021,Interior,Denali Borough,Healy,1
02/26/2021,Interior,Fairbanks North Star Borough,Fairbanks,13
02/26/2021,Interior,Fairbanks North Star Borough,North Pole,2
02/26/2021,Interior,Southeast Fairbanks Census Area,Other,1
02/26/2021,Interior,Southeast Fairbanks Census Area,Tok,1
02/26/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,19
02/26/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,35
02/26/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
02/26/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,2
02/26/2021,Southeast,Haines Borough,Haines,1
02/26/2021,Southeast,Juneau City and Borough,Juneau,1
02/26/2021,Southeast,Petersburg Borough,Petersburg,16
02/26/2021,Southwest,Aleutians West Census Area,Unalaska,2
02/26/2021,Southwest,Bethel Census Area,Other,5
02/27/2021,Anchorage,Anchorage Municipality,Anchorage,35
02/27/2021,Anchorage,Anchorage Municipality,Chugiak,2
02/27/2021,Anchorage,Anchorage Municipality,Eagle River,2
02/27/2021,Anchorage,Anchorage Municipality,Girdwood,1
02/27/2021,Gulf Coast,Chugach Census Area,Cordova,3
02/27/2021,Gulf Coast,Kenai Peninsula Borough,Anchor Point,1
02/27/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,3
02/27/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
02/27/2021,Interior,Fairbanks North Star Borough,Fairbanks,13
02/27/2021,Interior,Fairbanks North Star Borough,North Pole,1
02/27/2021,Interior,Fairbanks North Star Borough,Other,1
02/27/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,3
02/27/2021,Interior,Southeast Fairbanks Census Area,Tok,1
02/27/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,9
02/27/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,19
02/27/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
02/27/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,1
02/27/2021,Northern,Nome Census Area,Other,1
02/27/2021,Southeast,Juneau City and Borough,Juneau,6
02/27/2021,Southeast,Petersburg Borough,Petersburg,11
02/27/2021,Southeast,Wrangell City and Borough,Wrangell,1
02/27/2021,Southwest,Bethel Census Area,Other,1
02/27/2021,Southwest,Kusilvak Census Area,Other,3
02/28/2021,Anchorage,Anchorage Municipality,Anchorage,12
02/28/2021,Anchorage,Anchorage Municipality,Chugiak,4
02/28/2021,Anchorage,Anchorage Municipality,Eagle River,2
02/28/2021,Gulf Coast,Chugach Census Area,Cordova,1
02/28/2021,Gulf Coast,Kenai Peninsula Borough,Homer,2
02/28/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,1
02/28/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
02/28/2021,Interior,Fairbanks North Star Borough,Fairbanks,2
02/28/2021,Interior,Fairbanks North Star Borough,North Pole,1
02/28/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,8
02/28/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,30
02/28/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,1
02/28/2021,Southeast,Sitka City and Borough,Sitka,1
02/28/2021,Southwest,Kusilvak Census Area,Other,1
03/01/2021,Anchorage,Anchorage Municipality,Anchorage,41
03/01/2021,Anchorage,Anchorage Municipality,Chugiak,2
03/01/2021,Anchorage,Anchorage Municipality,Eagle River,1
03/01/2021,Gulf Coast,Chugach Census Area,Cordova,1
03/01/2021,Gulf Coast,Kenai Peninsula Borough,Homer,1
03/01/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,1
03/01/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
03/01/2021,Interior,Fairbanks North Star Borough,Fairbanks,10
03/01/2021,Interior,Fairbanks North Star Borough,North Pole,2
03/01/2021,Interior,Southeast Fairbanks Census Area,Tok,1
03/01/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,9
03/01/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,25
03/01/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,1
